Approved Budget of the Contract,Contract Duration,Quantity,Item Budget,Award No.,Contract Amount,Month
59000.0,10,100,59000.0,2735111,58800.0,4
21200.0,7,50,21200.0,2753009,21200.0,4
170000.0,3,1,170000.0,2706810,168000.0,4
175000.0,8,3500,175000.0,2756596,162925.0,4
81478.0,10,1,81478.0,2713733,81478.0,4
32700.0,10,1,32700.0,2744967,29900.0,4
240000.0,10,12000,240000.0,2755237,228000.0,4
240000.0,3,1,240000.0,2730697,239550.0,4
508900.0,7,1,508900.0,2763141,508900.0,4
33424740.0000002,15,1,33424740.0000002,2717767,23927565.00000017,4
3900000.0,7,1,3900000.0,2710307,3900000.0,4
33424740.0000002,7,1,33424740.0000002,2712192,23927565.00000017,4
6998400.0,7,1,6998400.0,2764911,6953952.5,4
7500000.0,7,1,7500000.0,2708953,7500000.0,4
225250.0,7,1,225250.0,2726237,225250.0,4
232900.0,30,1,232900.0,2758403,232150.0,4
151226.0,7,1,151226.0,2730460,151000.0,4
280000.0,7,4,280000.0,2724988,280000.0,4
499300.0,7,1,499300.0,2713785,499300.0,4
545000.0,10,100,545000.0,2744474,545000.0,4
298942.4,30,1,298942.4,2706261,298412.5,4
1520000.0,30,16475,1520000.0,2725179,1514300.0,4
738250.0,7,1,738250.0,2722313,738190.0,4
1807500.0,8,1,1807500.0,2728020,1787500.0,4
372830.0,10,600,372830.0,2755013,372770.0,4
694373.0,4,1,694373.0,2707680,689258.0,4
3000.0,30,1,3000.0,2758022,3000.0,4
1955000.0,7,1,1955000.0,2420569,1260000.0,4
280000.0,30,70,280000.0,2724828,241500.0,4
6000000.0,15,30,6000000.0,2743142,4914000.0,4
736000.0,7,2,736000.0,2718311,736000.0,4
561330.0,7,1,561330.0,2728478,561330.0,4
31500.0,10,45,31500.0,2718235,29100.0,4
33424740.0000002,25,360000,33424740.0000002,2759144,23927565.00000017,4
700000.0,7,1,700000.0,2728141,700000.0,4
1000000.0,7,1,1000000.0,2748471,999520.0,4
520.0,7,25,520.0,2750157,375.0,4
240000.0,7,1,240000.0,2761343,239400.0,4
180000.0,10,1,180000.0,2732262,180000.0,4
300000.0,7,1,300000.0,2705233,290000.0,4
499800.0,5,357,499800.0,2742926,499800.0,4
184650.0,5,1,184650.0,2725291,184650.0,4
306000.0,7,102000,306000.0,2739583,306000.0,4
25000000.0,9,1,25000000.0,2699637,23927565.00000017,4
2565000.0,5,1,2565000.0,2705589,2500400.0,4
1750.0,7,10,1750.0,2736617,1667.5,4
427250.0,7,1,427250.0,2748591,427250.0,4
2771272.0,2,1,2771272.0,2760123,2771272.0,4
27000.0,7,90,27000.0,2754365,25200.0,4
530000.0,4,1,530000.0,2712927,530000.0,4
25400000.0,9,1,25400000.0,2699964,23927565.00000017,4
22000.0,7,1000,22000.0,2733984,18000.0,4
426936.0,3,1,426936.0,2712541,95981.5,4
160000.0,7,1000,160000.0,2704813,160000.0,4
610.0,7,100,610.0,2733861,495.0,4
92000.0,7,2,92000.0,2742977,90000.0,4
100175.0,10,1,100175.0,2751206,100175.0,4
379007.5,7,1,379007.5,2741277,379007.5,4
490520.0,1,1,490520.0,2725777,490520.0,4
6024261.0,30,1,6024261.0,2706258,6015175.0,4
659600.0,7,1,659600.0,2707463,332750.0,4
67500.0,30,15,67500.0,2756498,67500.0,4
682756.73,15,1,682756.73,2717161,645863.0,4
130000.0,7,100,130000.0,2721051,130000.0,4
74950.0,7,49,74950.0,2752342,74950.0,4
676000.0,30,5200,676000.0,2725611,676000.0,4
28000.0,30,1,28000.0,2756881,28000.0,4
130000.0,10,130,130000.0,2711606,130000.0,4
140250.0,15,510,140250.0,2725730,140250.0,4
157500.0,7,21,157500.0,2733016,157500.0,4
570000.0,1,3,570000.0,2701447,570000.0,4
403425.0,4,1,403425.0,2708267,400750.0,4
767820.0,7,1,767820.0,2711514,332750.0,4
1027500.0,14,1,1027500.0,2708283,61200.0,4
2000.0,7,10,2000.0,2711495,1800.0,4
110000.0,7,100,110000.0,2742022,110000.0,4
13000000.0,7,1,13000000.0,2712757,2079020.0,4
1301000.0,7,1,1301000.0,2709212,1224000.0,4
120000.0,7,3,120000.0,2758774,120000.0,4
33424740.0000002,30,1,33424740.0000002,2713220,23927565.00000017,4
875856.0,15,1,875856.0,2734062,875856.0,4
1168000.0,7,1,1168000.0,2761959,1165900.0,4
65000.0,7,1,65000.0,2763086,332750.0,4
5450.0,7,50,5450.0,2736508,5000.0,4
83846.0,7,100,83846.0,2738776,83846.0,4
54000.0,10,9000,54000.0,2734442,52200.0,4
644500.0,7,1,644500.0,2708447,582157.5,4
495600.0,90,56,495600.0,2724543,490000.0,4
40945.0,14,1,40945.0,2757105,40945.0,4
2999299.82,0,1,2999299.82,2758121,150000.0,4
2000000.0,30,20,2000000.0,2762777,2000000.0,4
131900.0,7,1,131900.0,2716677,131900.0,4
98000.0,7,1,98000.0,2707252,39978.0,4
36000.0,30,1,36000.0,2738341,36000.0,4
23831200.0,7,5000,23831200.0,2707455,13028890.0,4
268240.0,2,300,268240.0,2735498,268240.0,4
400.0,10,1,400.0,2733744,315.0,4
21451392.2,7,1,21451392.2,2716495,21076254.2,4
92100.0,7,1,92100.0,2751922,92100.0,4
280000.0,10,10,280000.0,2734358,280000.0,4
999650.0,1,1,999650.0,2704115,998470.0,4
148000.0,10,2,148000.0,2711779,148000.0,4
160000.0,10,1,160000.0,2749135,155000.0,4
50000.0,7,2000,50000.0,2741727,50000.0,4
1060000.0,1,1,1060000.0,2712165,1060000.0,4
300900.0,3,1,300900.0,2734154,300900.0,4
717800.0,0,1,717800.0,2724918,717800.0,4
163000.0,30,3,163000.0,2733690,163000.0,4
639720.0,30,6,639720.0,2733497,639720.0,4
1665000.0,15,74000,1665000.0,2729558,1665000.0,4
1462186.0,60,1,1462186.0,2752732,1462186.0,4
916000.0,30,1,916000.0,2734216,823616.0,4
572000.0,7,7,572000.0,2748484,534136.0,4
144000.0,1,130,144000.0,2704629,139500.0,4
1082000.0,15,1,1082000.0,2722946,1082000.0,4
29843.0,14,1,29843.0,2757798,29843.0,4
437500.0,14,20,437500.0,2760464,437500.0,4
2153260.0,5,1,2153260.0,2730730,2153260.0,4
1954000.0,7,1,1954000.0,2727899,1895000.0,4
900000.0,7,3000,900000.0,2752587,720000.0,4
5103700.0,30,35,5103700.0,2756170,5103700.0,4
367000.0,7,1,367000.0,2716492,356477.3,4
892560.0,7,1,892560.0,2753890,61200.0,4
875000.0,45,500,875000.0,2714124,875000.0,4
243500.0,7,1,243500.0,2726283,242600.0,4
7020.0,7,90,7020.0,2754524,6500.0,4
26775.0,7,15,26775.0,2763907,26775.0,4
2110618.07,0,1,2110618.07,2737383,2110618.07,4
765.0,7,9,765.0,2736448,198.0,4
96000.0,10,3,96000.0,2737535,96000.0,4
5116550.0,7,1,5116550.0,2720436,5028530.0,4
197120.0,7,2000,197120.0,2724514,197120.0,4
27500.0,1,50,27500.0,2733035,26000.0,4
75100.0,7,1,75100.0,2759692,75100.0,4
5454400.0,7,1,5454400.0,2729780,5432600.0,4
10000.0,7,4,10000.0,2755267,10000.0,4
84750.0,3,1,84750.0,2713862,84750.0,4
33424740.0000002,15,74000,33424740.0000002,2729559,23927565.00000017,4
270434.0,7,1,270434.0,2716473,270059.0,4
1597500.0,1,1,1597500.0,2725788,1597500.0,4
776480.0,10,1,776480.0,2754485,776480.0,4
409440.0,7,15,409440.0,2727641,409440.0,4
470000.0,7,250,470000.0,2710053,467500.0,4
70000.0,7,2,70000.0,2733911,332750.0,4
6000000.0,7,1,6000000.0,2716539,4640000.0,4
13200.0,10,1,13200.0,2744949,332750.0,4
3000.0,7,100,3000.0,2712042,3000.0,4
198800.0,30,7,198800.0,2744419,198800.0,4
635694.4,2,1,635694.4,2713104,635694.4,4
352800.0,3,1,352800.0,584765,352382.0,4
2600000.0,7,1,2600000.0,2747887,2600000.0,4
60000.0,5,20,60000.0,2732530,60000.0,4
1700000.0,1,2000,1700000.0,2734586,1640000.0,4
750000.0,15,300,750000.0,2743321,745500.0,4
200000.0,5,859,200000.0,2729286,166025.0,4
75000.0,30,1500,75000.0,2740105,75000.0,4
78000.0,4,2600,78000.0,2708136,332750.0,4
7400000.0,15,74000,7400000.0,2729491,7252000.0,4
420000.0,7,600,420000.0,2706363,420000.0,4
22800.0,14,38,22800.0,2758289,22800.0,4
299325.0,7,714,299325.0,2737456,285550.0,4
2700000.0,1,1,2700000.0,2733298,2700000.0,4
2000000.0,30,1,2000000.0,2758410,1880000.0,4
93600.0,5,1,93600.0,2735063,93600.0,4
33424740.0000002,7,40000,33424740.0000002,2727351,23927565.00000017,4
185000.0,1,1,185000.0,2707903,185000.0,4
199200.0,10,498,199200.0,2744514,198702.0,4
185000.0,3,1,185000.0,2703461,185000.0,4
700000.0,10,400,700000.0,2743078,700000.0,4
144876.9,7,136,144876.9,2750525,120780.0,4
1412294.41,3,1,1412294.41,2712807,283600.0,4
494000.0,30,1,494000.0,2743007,491400.0,4
190340.0,7,1,190340.0,2732430,190340.0,4
235880.0,15,1,235880.0,2752269,235880.0,4
280.0,10,5,280.0,2733038,240.0,4
21200.0,2,4,21200.0,2735496,20000.0,4
3128400.0,0,79,3128400.0,2764238,2607000.0,4
210282.6,7,4,210282.6,2705919,210282.6,4
398920.0,7,1,398920.0,2714198,383151.0,4
131000.0,10,1,131000.0,2711807,131000.0,4
5400000.0,7,1,5400000.0,2738846,5400000.0,4
250000.0,1,100,250000.0,2718122,250000.0,4
320000.0,7,1,320000.0,2760578,319450.0,4
650000.0,10,500,650000.0,2718470,650000.0,4
5320000.0,7,40,5320000.0,2718657,5320000.0,4
787500.0,10,1,787500.0,2752467,787500.0,4
5000000.0,5,1,5000000.0,2723433,490940.0,4
25000.0,7,1,25000.0,2752768,25000.0,4
53550.0,15,630,53550.0,2745385,53550.0,4
56000.0,2,40,56000.0,2737987,54950.0,4
15200.0,7,2,15200.0,2715644,15200.0,4
320000.0,7,1,320000.0,2747502,319450.0,4
200000.0,30,80,200000.0,2760820,200000.0,4
135000.0,2,1,135000.0,2706812,332750.0,4
1450000.0,30,1000,1450000.0,2711498,1400000.0,4
243350.0,7,1,243350.0,2711622,240669.86,4
399080.0,7,400,399080.0,2737885,320000.0,4
2310000.0,7,3,2310000.0,2713424,1770000.0,4
328500.0,4,1,328500.0,2716440,328500.0,4
600000.0,3,1550,600000.0,2718620,600000.0,4
151200.0,5,1,151200.0,2761696,151200.0,4
96000.0,15,1,96000.0,2725156,96000.0,4
320060.0,7,1,320060.0,2759044,299120.0,4
5400000.0,7,3,5400000.0,2729769,4350000.0,4
1630000.0,7,1,1630000.0,2758751,1030000.0,4
240000.0,2,1200,240000.0,2721371,239400.0,4
32000.0,7,5,32000.0,2702514,31850.0,4
205000.0,1,5,205000.0,2734388,199000.0,4
700000.0,10,1,700000.0,2745506,700000.0,4
1864231.8,30,1,1864231.8,2714964,1840460.0,4
650000.0,5,540,650000.0,2713532,648000.0,4
231600.0,0,3000,231600.0,2730898,231600.0,4
22746.4,7,3,22746.4,2741526,22746.4,4
250000.0,7,86,250000.0,2730618,249430.0,4
22432.0,7,50,22432.0,2753111,22432.0,4
3243500.0,30,1,3243500.0,2728271,3209390.0,4
105408.0,5,1,105408.0,2721136,105404.0,4
15995.0,10,1,15995.0,2731383,15995.0,4
2960.0,14,1,2960.0,2718810,2960.0,4
575000.0,7,500,575000.0,2718957,550000.0,4
300000.0,5,15,300000.0,2710751,259065.0,4
131000.0,30,1,131000.0,2705556,129980.0,4
550000.0,7,2,550000.0,2707911,547200.0,4
18000.0,10,60,18000.0,2732719,16200.0,4
500.0,10,25,500.0,2738584,500.0,4
1420200.0,5,1,1420200.0,2712399,867660.0,4
50000.0,120,2,50000.0,2732993,50000.0,4
500000.0,7,1,500000.0,2732597,349000.0,4
191125.0,3,1,191125.0,2706999,159850.0,4
900000.0,7,500,900000.0,2745061,900000.0,4
9000.0,7,50,9000.0,2712053,5000.0,4
386935.0,7,2051,386935.0,2705381,386935.0,4
675000.0,10,5000,675000.0,2732426,667500.0,4
428400.0,3,1,428400.0,2734471,428400.0,4
363000.0,0,10,363000.0,2764253,330000.0,4
260000.0,7,4,260000.0,2727605,260000.0,4
3091040.0,2,1,3091040.0,2726282,3091040.0,4
2128000.0,30,16,2128000.0,2756345,2128000.0,4
1820300.0,5,1,1820300.0,2730068,1809975.0,4
360000.0,15,4,360000.0,2733023,356000.0,4
36735.0,5,1,36735.0,2699557,36735.0,4
226300.0,7,120,226300.0,2747236,226300.0,4
269695.0,30,1,269695.0,2741495,247157.0,4
60000.0,7,1,60000.0,2708476,54000.0,4
70000.0,7,2000,70000.0,2706926,70000.0,4
306000.0,30,56,306000.0,717175,306000.0,4
360.0,10,30,360.0,2733499,300.0,4
1940000.0,5,1000,1940000.0,2704600,1908000.0,4
1254000.0,1,3300,1254000.0,2708357,1237500.0,4
887040.0,7,1,887040.0,2712753,887040.0,4
2000000.0,30,2000,2000000.0,2728144,1998000.0,4
95000.0,7,3800,95000.0,2726195,95000.0,4
1038600.0,7,8655,1038600.0,2750183,995325.0,4
5000000.0,1,1,5000000.0,2734593,4800000.0,4
1383180.0,30,400,1383180.0,2709821,1382115.5,4
279750.0,10,1,279750.0,2764779,273150.0,4
542480.0,7,1568,542480.0,2742912,133201.6,4
650000.0,7,1000,650000.0,2722990,332750.0,4
1174900.0,2,1,1174900.0,2752457,1174900.0,4
4800000.0,30,3,4800000.0,2731756,4800000.0,4
239700.0,7,1,239700.0,2728006,233168.0,4
16750.0,7,1000,16750.0,2736674,11000.0,4
67500.0,5,1,67500.0,2732496,67500.0,4
3486058.2,7,540,3486058.2,2741601,3486058.2,4
2398600.0,7,1,2398600.0,2725727,2398600.0,4
245000.0,7,1,245000.0,2732758,244160.0,4
1298440.0,5,1135,1298440.0,2746624,1298440.0,4
48000.0,7,60,48000.0,2754107,40800.0,4
2675.0,7,50,2675.0,2733890,2500.0,4
3000000.0,15,1,3000000.0,2739354,3000000.0,4
12000.0,7,10,12000.0,2733244,12000.0,4
5250.0,10,5,5250.0,2732950,4750.0,4
1500000.0,10,1,1500000.0,2702910,1500000.0,4
274685.0,7,1,274685.0,2741335,274175.0,4
1800.0,10,30,1800.0,2732066,1740.0,4
2048000.0,30,1,2048000.0,2731381,2048000.0,4
4800000.0,7,8,4800000.0,2713293,3360000.0,4
3300000.0,7,1,3300000.0,2754382,3280000.0,4
1332062.0,3,27,1332062.0,2718624,1332062.0,4
1800.0,7,100,1800.0,2736456,120.0,4
440095.0,2,2300,440095.0,2722985,440095.0,4
7669400.0,7,2,7669400.0,2747921,540000.0,4
500000.0,10,1,500000.0,2714822,498225.1,4
255000.0,10,170,255000.0,2711917,238000.0,4
185000.0,7,1,185000.0,2723025,177500.0,4
5586000.0,30,42,5586000.0,2757752,5586000.0,4
1400000.0,7,8,1400000.0,2713371,1080000.0,4
80000.0,7,1000,80000.0,2728054,75000.0,4
347000.0,1,1,347000.0,2746504,347000.0,4
5500.0,7,100,5500.0,2712503,4000.0,4
2355.0,7,100,2355.0,2735910,80.0,4
868000.0,7,7,868000.0,2709507,868000.0,4
292630.0,2,1,292630.0,2753398,292630.0,4
344170.0,30,22200,344170.0,2742609,343860.0,4
1999346.16,10,1,1999346.16,2743103,1977912.0,4
975000.0,7,1,975000.0,2704932,975000.0,4
180000.0,1,2400,180000.0,2705025,179400.0,4
630000.0,5,350,630000.0,2712863,630000.0,4
208500.0,7,1,208500.0,2736790,156070.0,4
175000.0,20,50,175000.0,2765188,160000.0,4
982500.0,15,1,982500.0,2706935,982500.0,4
1260000.0,7,1,1260000.0,2752849,1230000.0,4
397500.0,7,1,397500.0,2726263,396220.35,4
875000.0,7,500,875000.0,2726964,875000.0,4
276120.0,10,60,276120.0,2713710,276120.0,4
2000000.0,30,1,2000000.0,2722358,1880000.0,4
174880.0,7,1,174880.0,2710229,332750.0,4
135000.0,2,1,135000.0,2707283,112612.5,4
24700.0,7,988,24700.0,2763134,332750.0,4
33424740.0000002,7,1,33424740.0000002,2700781,169400.0,4
3315948.2,14,1,3315948.2,2708301,43800.0,4
474650.0,1,20,474650.0,2734356,474650.0,4
5000000.0,7,5,5000000.0,2743185,4750000.0,4
975000.0,2,1,975000.0,2738508,975000.0,4
2397025.0,15,1,2397025.0,2708465,2397025.0,4
76500.0,7,9,76500.0,2702883,76500.0,4
2699500.0,3,1,2699500.0,2667890,2658950.0,4
1850000.0,15,1,1850000.0,2763244,1849000.0,4
316916.0,7,30,316916.0,2752339,312912.0,4
1425000.0,30,500,1425000.0,2731762,1425000.0,4
260500.0,7,50,260500.0,2726840,260000.0,4
164656.27,3,1,164656.27,2726121,164.66,4
63000.0,14,1,63000.0,2757911,63000.0,4
3315948.2,14,1,3315948.2,2707818,100777.4,4
19250.0,14,50,19250.0,2758263,19250.0,4
200000.0,7,20,200000.0,2719398,174000.0,4
136490.0,7,1,136490.0,2719306,118250.0,4
314240.0,7,168,314240.0,2758268,220314.8,4
153800.0,30,1,153800.0,2743217,134124.0,4
472000.0,30,2,472000.0,2733617,472000.0,4
80000.0,10,1,80000.0,2737495,80000.0,4
206000.0,7,1,206000.0,2741917,154500.0,4
6600.0,10,3,6600.0,2733614,6000.0,4
305276.0,1,1,305276.0,2708269,305276.0,4
329500.0,30,1,329500.0,2760320,327400.0,4
5000000.0,7,1,5000000.0,2730750,4380000.0,4
499850.0,10,47,499850.0,2741971,499750.0,4
9500.0,7,1,9500.0,2741987,9500.0,4
500000.0,7,50,500000.0,2659260,461615.0,4
205000.0,7,15,205000.0,2719393,205000.0,4
1165850.0,5,1,1165850.0,1526946,1131438.0,4
99800.0,7,1,99800.0,2755155,97750.0,4
1400000.0,7,8,1400000.0,2713378,1080000.0,4
144000.0,10,1,144000.0,2712820,143400.0,4
5375000.0,7,1,5375000.0,2752511,3531720.0,4
226000.0,45,2,226000.0,2754380,226000.0,4
27000.0,7,10,27000.0,2754571,27000.0,4
138690.0,7,23,138690.0,2710507,138690.0,4
265695.0,10,1,265695.0,2744878,332750.0,4
50000.0,5,559,50000.0,2729253,43444.0,4
140975.0,14,1,140975.0,2707305,140975.0,4
1200000.0,7,2,1200000.0,2705586,1199600.0,4
477000.0,10,4,477000.0,2734395,468776.0,4
480.0,10,20,480.0,2733020,320.0,4
155000.0,3,1,155000.0,2730233,151766.85,4
175000.0,7,2,175000.0,2758963,138504.0,4
4800000.0,5,1,4800000.0,2755234,4800000.0,4
226200.0,3,1,226200.0,2715836,226200.0,4
7669400.0,7,1,7669400.0,2748065,827000.0,4
710000.0,1,1,710000.0,2756422,710000.0,4
87500.0,10,1,87500.0,2581759,87500.0,4
2002392.0,5,1,2002392.0,2720723,2002392.0,4
4335000.0,7,3575,4335000.0,2709722,2233800.0,4
2529607.6,5,1,2529607.6,2747529,2529607.6,4
79200.0,7,88,79200.0,2737988,79200.0,4
105600.0,4,22,105600.0,2728013,105600.0,4
68970.0,4,1,68970.0,2707602,68895.0,4
132000.0,7,15,132000.0,2741683,132000.0,4
311.0,10,10,311.0,2733082,185.0,4
132250.0,5,1,132250.0,2732274,132250.0,4
97500.0,14,50,97500.0,2759593,97500.0,4
331125.0,7,30,331125.0,2745679,46125.0,4
5960.0,14,20,5960.0,2756499,5960.0,4
170670.0,7,1,170670.0,2702824,170670.0,4
58200.0,7,6,58200.0,2723782,57000.0,4
94340.0,10,1,94340.0,2733359,94340.0,4
648000.0,7,36000,648000.0,2712764,648000.0,4
92625.0,2,494,92625.0,2753244,92625.0,4
3957000.0,15,1,3957000.0,2730185,3811100.0,4
480000.0,7,6,480000.0,2713452,126000.0,4
3400000.0,15,1,3400000.0,2715297,3400000.0,4
1019990.0,0,1,1019990.0,2755275,378390.0,4
65000.0,30,1,65000.0,2732823,55000.0,4
32000.0,30,1,32000.0,2738345,32000.0,4
183500.0,10,1,183500.0,2748210,183500.0,4
399941.0,14,1,399941.0,2753399,399941.0,4
287700.0,7,300,287700.0,2706365,287700.0,4
105000.0,7,140,105000.0,2741732,105000.0,4
16000.0,7,4,16000.0,2709194,16000.0,4
90000.0,14,100,90000.0,2737792,90000.0,4
250000.0,5,1,250000.0,2755352,248980.0,4
280.0,10,5,280.0,2733048,240.0,4
80000.0,7,1,80000.0,2715646,78000.0,4
298700.0,30,1,298700.0,2705654,297700.0,4
95000.0,5,1,95000.0,2754966,95000.0,4
3440000.0,7,4,3440000.0,2723029,3440000.0,4
564400.12,45,1,564400.12,2734493,546576.96,4
127780.0,7,1,127780.0,2750064,127780.0,4
452400.0,7,1,452400.0,2726959,452400.0,4
19920000.0,15,1,19920000.0,2732301,19920000.0,4
65000.0,7,10,65000.0,2712091,64900.0,4
75000.0,7,15,75000.0,2724557,65475.0,4
872000.0,90,8,872000.0,2724496,866432.0,4
480000.0,14,80,480000.0,2724815,447200.0,4
357390.0,7,72200,357390.0,2751445,357390.0,4
111400.0,7,1,111400.0,2708972,111400.0,4
306000.0,7,300,306000.0,2718949,300000.0,4
2999724.0,3,1,2999724.0,2708955,2999724.0,4
266500.0,1,1,266500.0,2716068,266500.0,4
300000.0,7,500,300000.0,2728019,283750.0,4
1000000.0,30,6,1000000.0,2758811,800000.0,4
87410.0,10,1,87410.0,2712823,87410.0,4
150000.0,7,13,150000.0,2728678,150000.0,4
1750000.0,1,70000,1750000.0,2732181,1512000.0,4
2928500.0,7,100,2928500.0,2763457,15500.0,4
2800000.0,1,4,2800000.0,2734385,2600000.0,4
4000.0,14,1000,4000.0,2746167,4000.0,4
33424740.0000002,7,1,33424740.0000002,2700508,1055350.0,4
658000.0,7,1,658000.0,2726329,541000.0,4
4209355.0,7,1,4209355.0,2752167,4209355.0,4
420000.0,10,700,420000.0,2754331,420000.0,4
5800.0,7,100,5800.0,2712084,2500.0,4
390700.0,15,1,390700.0,2721436,389980.0,4
525000.0,7,15,525000.0,2719319,300000.0,4
640000.0,7,4,640000.0,2747951,640000.0,4
838600.0,7,580,838600.0,2741671,838600.0,4
220000.0,14,400,220000.0,2725433,220000.0,4
410440.0,7,1,410440.0,2709462,410340.0,4
1300000.0,7,500,1300000.0,2719395,1300000.0,4
31800.0,7,1,31800.0,2735676,31500.0,4
1250000.0,45,1,1250000.0,2753950,1249947.78,4
7200.0,10,9,7200.0,2731930,7200.0,4
8000.0,30,2,8000.0,2757081,8000.0,4
164200.0,60,1,164200.0,2735098,164200.0,4
100500.0,7,1,100500.0,2743024,100000.0,4
1250.0,3,500,1250.0,2702399,1250.0,4
999675.0,1,1,999675.0,2704800,996905.0,4
515300.0,7,1,515300.0,2718877,512400.0,4
427960.0,5,1,427960.0,2747882,427960.0,4
7200.0,7,90,7200.0,2712057,7186.5,4
250000.0,1,10000,250000.0,2732092,220000.0,4
78000.0,15,12,78000.0,2724029,78000.0,4
33424740.0000002,7,1,33424740.0000002,2743256,23927565.00000017,4
6200000.0,15,1,6200000.0,2729782,6200000.0,4
100000.0,5,1,100000.0,2764023,100000.0,4
3268000.0,7,3800,3268000.0,2707873,3230000.0,4
5000.0,10,1,5000.0,2723726,4999.0,4
499780.0,3,1,499780.0,2705479,499780.0,4
8140000.0,15,74000,8140000.0,2729557,8140000.0,4
419800.0,7,1,419800.0,2713433,419800.0,4
461650.0,7,1,461650.0,2760297,451400.0,4
32802.0,7,4,32802.0,2704264,32000.0,4
225000.0,15,500,225000.0,2709860,225000.0,4
9905640.0,7,6000,9905640.0,2737437,9905640.0,4
359615.0,7,1,359615.0,2709375,358285.0,4
1155000.0,7,20,1155000.0,2719394,1155000.0,4
786250.0,2,1080,786250.0,2711386,786250.0,4
239940.0,10,60,239940.0,603280,239940.0,4
1280000.0,14,1,1280000.0,2763240,1279700.0,4
41850.0,15,93,41850.0,2729050,37200.0,4
141865.0,30,1,141865.0,2740893,139060.0,4
315600.0,90,40,315600.0,2724540,315600.0,4
810976.0,7,1000,810976.0,2739560,810976.0,4
75145.0,7,1,75145.0,2749979,75145.0,4
53500.0,5,1,53500.0,2712829,50500.0,4
282000.0,10,6,282000.0,2731819,274728.0,4
423000.0,7,6,423000.0,2727609,423000.0,4
349970.0,7,1,349970.0,2745720,349970.0,4
1661140.0,15,1,1661140.0,2717800,1661140.0,4
1200000.0,7,2000,1200000.0,2711056,1200000.0,4
175000.0,30,5,175000.0,2764171,165000.0,4
153100.0,7,100,153100.0,2752624,153100.0,4
93981.0,10,1,93981.0,2717473,93981.0,4
306000.0,3,1,306000.0,2727795,305900.0,4
2359568.0,10,1,2359568.0,2763429,2359568.0,4
795200.0,15,1,795200.0,2754771,497000.0,4
122075.0,30,3,122075.0,2760873,122075.0,4
1249150.0,5,3569,1249150.0,2728755,1249150.0,4
1779750.0,60,105000,1779750.0,2741940,1776600.0,4
2926046.0,7,1,2926046.0,2710599,2903892.0,4
109000.0,15,120,109000.0,2709872,109000.0,4
2250000.0,7,250,2250000.0,2743330,1625000.0,4
15600000.0,5,10000,15600000.0,2735349,15600000.0,4
680000.0,15,200,680000.0,2713889,599600.0,4
60000.0,30,10,60000.0,2760717,60000.0,4
200000.0,45,1,200000.0,2741920,200000.0,4
1399706.5,7,1,1399706.5,2708385,30400.0,4
2400000.0,7,1,2400000.0,2737817,2400000.0,4
110800.0,7,100,110800.0,2741611,110800.0,4
4850000.0,5,1,4850000.0,2724398,4850000.0,4
60000.0,1,1,60000.0,2747255,60000.0,4
585000.0,7,450,585000.0,2752421,239400.0,4
36000.0,30,8,36000.0,2757876,36000.0,4
42000.0,7,60,42000.0,2712552,31800.0,4
4080.0,7,200,4080.0,2712468,3900.0,4
33424740.0000002,7,1,33424740.0000002,2702604,963400.0,4
98000.0,7,1,98000.0,2737020,84600.0,4
540000.0,7,300,540000.0,2724162,525000.0,4
7782912.0,7,1,7782912.0,2765451,7754250.0,4
63000.0,15,300,63000.0,2716052,56925.0,4
333000.0,7,60,333000.0,2708080,333000.0,4
662400.0,15,3,662400.0,2708102,588800.0,4
450000.0,90,1500,450000.0,2738057,370987.5,4
390000.0,7,100,390000.0,2721976,390000.0,4
22000.0,7,1000,22000.0,2734030,18000.0,4
752500.0,7,50,752500.0,2758798,752500.0,4
33424740.0000002,7,588000,33424740.0000002,2758101,23927565.00000017,4
76800.0,4,1,76800.0,2737030,76800.0,4
11975000.0,5,1,11975000.0,2752440,11975000.0,4
58700.0,7,1,58700.0,2763149,58700.0,4
113400.0,7,1,113400.0,2765438,113400.0,4
351000.0,15,1,351000.0,2700468,351000.0,4
188000.0,7,1,188000.0,2760279,171200.0,4
123660.0,30,45,123660.0,2751454,123660.0,4
33300000.0,15,74000,33300000.0,2729487,23927565.00000017,4
180000.0,90,600,180000.0,2724583,148395.0,4
4998654.0,7,1,4998654.0,2712297,4956540.0,4
23047500.0,30,52500,23047500.0,2741883,14437500.0,4
951960.0,10,1,951960.0,2747130,951960.0,4
29700000.0,7,15000,29700000.0,2729637,23927565.00000017,4
319200.0,1,1,319200.0,2715978,319200.0,4
332348.0,7,270,332348.0,2745914,240000.0,4
119000.0,7,1,119000.0,810050,119000.0,4
309440.0,7,1,309440.0,2731928,292862.85,4
800000.0,7,1000,800000.0,2723943,780000.0,4
1500000.0,5,1,1500000.0,2706904,1485600.0,4
750000.0,7,1000,750000.0,2727647,750000.0,4
1840100.0,60,1,1840100.0,2706173,1840100.0,4
165400.0,3,1,165400.0,2760924,131435.25,4
94500.0,30,18000,94500.0,2735518,90000.0,4
499757.0,10,37,499757.0,2733011,499757.0,4
65820.0,7,300,65820.0,2765440,65820.0,4
1100000.0,1,1,1100000.0,2733314,1100000.0,4
337700.0,30,1,337700.0,2746229,336600.0,4
13000.0,7,100,13000.0,2734061,3500.0,4
78000.0,5,600,78000.0,2734124,78000.0,4
28780.0,7,1,28780.0,2707309,25500.0,4
600.0,10,30,600.0,2733008,480.0,4
