Approved Budget of the Contract,Contract Duration,Quantity,Item Budget,Award No.,Contract Amount,Month
421660.0,3,1,421660.0,2718404,420200.0,5
318000.0,1,50,318000.0,2718490,318000.0,5
101365.0,15,212,101365.0,2718518,97800.0,5
199638.0,30,1,199638.0,2718533,196990.0,5
400000.0,3,1,400000.0,2718270,351670.0,5
99005.0,30,1,99005.0,2718583,85953.0,5
400000.0,30,1,400000.0,2718588,397448.0,5
1318520.0,15,1,1318520.0,2718627,1310470.0,5
525000.0,10,300,525000.0,2718793,525000.0,5
604000.0,20,2,604000.0,2718805,602000.0,5
2850000.0,10,1,2850000.0,2718285,2850000.0,5
312500.0,1,250,312500.0,2718801,312500.0,5
1011000.0,30,1,1011000.0,2718844,1006425.0,5
33500.0,30,1,33500.0,2718851,33500.0,5
29000.0,15,1,29000.0,2718867,28000.0,5
274000.0,20,2,274000.0,2718907,272000.0,5
992000.0,30,4,992000.0,2718898,992000.0,5
520000.0,20,2,520000.0,2718926,520000.0,5
30000.0,20,3,30000.0,2718931,26100.0,5
3000000.0,20,10,3000000.0,2718962,3000000.0,5
80500.0,7,10,80500.0,2718853,80000.0,5
271000.0,45,1,271000.0,2719015,270000.0,5
31200.0,15,2,31200.0,2719035,31120.0,5
35800.0,2,2,35800.0,2719057,35600.0,5
35600.0,15,2,35600.0,2719060,35600.0,5
156400.0,10,1,156400.0,2719074,156400.0,5
74200.0,4,1,74200.0,2719085,71100.0,5
302000.0,90,2,302000.0,2719115,300000.0,5
1050000.0,7,30,1050000.0,2719118,1050000.0,5
34000.0,90,1,34000.0,2719137,33600.0,5
1580035.0,7,17,1580035.0,2719037,1580035.0,5
258300.0,3,1286,258300.0,2719107,254075.0,5
23976500.0,3,1,23976500.0,2716298,23821500.0,5
87040.0,7,17,87040.0,2719203,87040.0,5
864000.0,10,900,864000.0,2719240,864000.0,5
194750.0,1,1,194750.0,2719559,194750.0,5
67150.0,1,1,67150.0,2719564,67150.0,5
2999937.6,7,1,2999937.6,2719567,2970670.0,5
2999955.75,15,1,2999955.75,2719608,2974481.45,5
962500.0,14,550,962500.0,2719699,962500.0,5
5353000.0,45,101,5353000.0,2719702,5353000.0,5
988092.94,15,1,988092.94,2719725,986504.89,5
170000.0,5,64,170000.0,2719769,169056.64,5
157277.0,5,3,157277.0,2719768,157277.0,5
2178610.0,7,1,2178610.0,2719818,2178610.0,5
409400.0,7,1,409400.0,2719841,409400.0,5
429300.0,3,2385,429300.0,2719881,381600.0,5
600000.0,30,1,600000.0,2719941,600000.0,5
305582.0,7,1,305582.0,2719960,305582.0,5
9000000.0,30,2,9000000.0,2719970,9000000.0,5
499500.0,10,1,499500.0,2719908,499500.0,5
499500.0,10,1,499500.0,2720009,332750.0,5
305537.76,10,1,305537.76,2720036,332750.0,5
710000.0,10,1,710000.0,2720087,332750.0,5
8000000.0,3,10000,8000000.0,2720084,8000000.0,5
17000.0,7,1,17000.0,2720310,17000.0,5
120000.0,6,1,120000.0,2720383,120000.0,5
499995.04,7,1,499995.04,2720392,498847.68,5
111640.0,30,1,111640.0,2720429,111630.0,5
3897600.0,7,540,3897600.0,2720611,647946.0,5
2128000.0,7,1,2128000.0,2720676,2128000.0,5
240000.0,7,1,240000.0,2720680,332750.0,5
1505000.0,15,1,1505000.0,2716088,1471500.0,5
100000.0,30,1,100000.0,2720736,332750.0,5
1954574.48,5,1,1954574.48,2720410,1919504.8,5
720000.0,3,600,720000.0,2720959,720000.0,5
731266.0,7,100,731266.0,2720967,724115.0,5
458000.0,7,1,458000.0,2721014,458000.0,5
1081000.0,30,1,1081000.0,2721021,1080200.0,5
798975.0,7,1,798975.0,2721037,798975.0,5
731266.0,7,1,731266.0,2721053,724115.0,5
1260000.0,7,1,1260000.0,2721190,1259400.0,5
302500.0,10,520,302500.0,2721129,302500.0,5
39000.0,90,195,39000.0,2721196,39000.0,5
1649100.0,15,1,1649100.0,2721011,1641650.0,5
604800.0,7,1,604800.0,2721263,604320.0,5
240000.0,4,1,240000.0,2721272,220000.0,5
261300.0,7,78,261300.0,2721291,260364.0,5
459440.0,30,1,459440.0,2721351,458900.0,5
56000.0,3,40,56000.0,2721374,54000.0,5
1050000.0,3,700,1050000.0,2721446,980000.0,5
871200.0,3,1,871200.0,2721679,870300.0,5
186034.0,3,1,186034.0,2721680,185034.0,5
300000.0,10,600,300000.0,2721688,300000.0,5
1200000.0,10,1000,1200000.0,2721695,1200000.0,5
150000.0,10,500,150000.0,2721708,150000.0,5
50000.0,10,5000,50000.0,2721713,50000.0,5
985000.0,7,1,985000.0,2721781,985000.0,5
564000.0,7,120,564000.0,2721786,540000.0,5
240000.0,7,1,240000.0,2721803,240000.0,5
327150.0,7,15,327150.0,2721833,327150.0,5
1253100.0,7,1,1253100.0,2721836,1218380.0,5
750000.0,7,50,750000.0,2721840,750000.0,5
250000.0,7,50,250000.0,2721862,250000.0,5
1606910.25,7,1,1606910.25,2721890,1606910.25,5
183000.0,30,1,183000.0,2721901,332750.0,5
290400.0,30,20,290400.0,2721944,290400.0,5
180000.0,30,2,180000.0,2721958,145316.0,5
75000.0,30,1,75000.0,2721967,75000.0,5
173175.0,7,1,173175.0,2721955,173175.0,5
531300.0,15,1,531300.0,2722108,528494.0,5
1926840.0,7,1,1926840.0,2722121,1911800.0,5
187120.0,1,1,187120.0,2722169,187120.0,5
1045650.0,15,1,1045650.0,2722215,1045650.0,5
4919625.0,5,1,4919625.0,2721989,3241451.5,5
100000.0,60,1,100000.0,2722109,96600.0,5
14322000.0,3,10230,14322000.0,2722111,14322000.0,5
686162.0,2,1200,686162.0,2722964,686162.0,5
274045.0,30,5,274045.0,2723068,274045.0,5
990000.0,7,1,990000.0,2723095,990000.0,5
181844.0,30,4,181844.0,2723101,181844.0,5
908600.0,7,1,908600.0,2723248,908600.0,5
96320.0,30,4,96320.0,2723268,96320.0,5
6210000.0,7,1,6210000.0,2723295,6208800.0,5
2175978.0,10,1,2175978.0,2723266,873600.0,5
13999940.0,7,500,13999940.0,2723310,1000000.0,5
13999940.0,7,180,13999940.0,2723371,662400.0,5
26250.0,30,75,26250.0,2723571,26250.0,5
350000.0,30,1000,350000.0,2723600,350000.0,5
1160000.0,10,8,1160000.0,2723619,1160000.0,5
727500.0,7,150,727500.0,2694468,524700.0,5
162500.0,7,250,162500.0,2723634,150000.0,5
350000.0,3,50,350000.0,2723644,332750.0,5
1798000.0,10,31,1798000.0,2723655,1798000.0,5
545000.0,7,1,545000.0,2723678,332750.0,5
2400000.0,5,1,2400000.0,2719136,2400000.0,5
700000.0,10,1000,700000.0,2723743,700000.0,5
200000.0,7,40,200000.0,2723836,200000.0,5
1299364.0,7,1,1299364.0,2723861,1298764.0,5
1476000.0,7,1,1476000.0,2723889,1472000.0,5
176790.0,7,1,176790.0,2723901,172950.0,5
2184292.0,7,157,2184292.0,2723914,2184292.0,5
889460.0,7,1968,889460.0,2723922,1968.0,5
121363.0,7,59,121363.0,2723961,121363.0,5
5870860.0,3,1,5870860.0,2724027,5366767.0,5
52500.0,30,200,52500.0,2724007,52500.0,5
170000.0,30,200,170000.0,2724101,170000.0,5
1884584.5,3,1,1884584.5,2724136,1706791.0,5
1640.0,7,2,1640.0,2724152,1200.0,5
610887.0,3,5222,610887.0,2724225,605049.9,5
950000.0,5,1,950000.0,2724393,948860.0,5
390000.0,3,300,390000.0,2724486,387000.0,5
450000.0,90,5,450000.0,2724503,370987.5,5
700000.0,7,1,700000.0,2724495,700000.0,5
2719062.0,7,31617,2719062.0,2724674,2718429.66,5
144000.0,7,1,144000.0,2724844,332750.0,5
418600.0,7,1,418600.0,2724906,418600.0,5
1398500.0,7,1,1398500.0,2724912,1396328.75,5
309100.0,7,1,309100.0,2724968,309070.0,5
477000.0,2,9,477000.0,2724992,477000.0,5
154455.0,30,1,154455.0,2725049,125363.5,5
199000.0,10,1,199000.0,2723041,332750.0,5
2400000.0,7,1,2400000.0,2725141,2400000.0,5
217556.0,10,1,217556.0,2725135,217556.0,5
400000.0,10,1,400000.0,2725171,400000.0,5
450000.0,7,300,450000.0,2725237,450000.0,5
6420000.0,7,1,6420000.0,2725322,6419300.0,5
142985.0,10,50,142985.0,2027829,141150.0,5
155000.0,7,20,155000.0,2725417,155000.0,5
69300.0,7,25,69300.0,2725419,69300.0,5
777905.0,7,3000,777905.0,2725424,777905.0,5
433745.0,5,1,433745.0,2725436,432820.0,5
33800.0,7,1,33800.0,2725551,33800.0,5
8799330.0,7,1,8799330.0,2725547,8795643.75,5
15000000.0,5,100000,15000000.0,2725629,13500000.0,5
100000.0,15,4,100000.0,2725577,96000.0,5
196000.0,7,1,196000.0,2725669,196000.0,5
1045125.0,7,1,1045125.0,2725678,1045125.0,5
250000.0,7,250,250000.0,2725683,250000.0,5
3000000.0,15,1,3000000.0,2725778,3000000.0,5
341065.0,7,1,341065.0,2725800,341065.0,5
333000.0,1,1,333000.0,2725809,307200.0,5
3360000.0,30,12000,3360000.0,2725924,3360000.0,5
415175.0,7,1,415175.0,2725930,415175.0,5
400000.0,30,3,400000.0,2725929,300000.0,5
79300.0,30,10,79300.0,2725941,79300.0,5
367220.9,7,1,367220.9,2725950,367220.9,5
52500.0,7,1,52500.0,2725992,52500.0,5
170000.0,7,200,170000.0,2725996,166000.0,5
225000.0,7,50,225000.0,2725287,225000.0,5
165000.0,7,1,165000.0,2726040,105000.0,5
40211.0,7,200,40211.0,2726059,40211.0,5
33424740.0000002,7,1,33424740.0000002,2726080,23927565.00000017,5
396969.0,1,1,396969.0,2726122,395535.6,5
3919957.85,1,1,3919957.85,2726223,3919957.85,5
88000.0,1,80,88000.0,2724876,88000.0,5
4500000.0,7,1,4500000.0,2726221,4350000.0,5
100000.0,30,1,100000.0,2726311,100000.0,5
64000.0,10,40,64000.0,2726426,62000.0,5
32000.0,7,20,32000.0,2726460,32000.0,5
393958.0,7,1,393958.0,2726461,393958.0,5
750000.0,7,2500,750000.0,2719698,750000.0,5
33000.0,7,1,33000.0,2726452,32999.64,5
42000.0,5,6,42000.0,2706563,42000.0,5
82325.0,5,29,82325.0,2726646,82325.0,5
528000.0,10,2000,528000.0,2699797,440000.0,5
1258250.0,10,1,1258250.0,2726698,1258250.0,5
22189.5,7,3,22189.5,2726693,22189.5,5
220000.0,15,1,220000.0,2726742,220000.0,5
13151768.8,10,1,13151768.8,2726772,10606104.0,5
324500.0,15,200,324500.0,2726844,324500.0,5
3640300.0,7,1,3640300.0,2725697,3640300.0,5
937250.0,7,1,937250.0,2726937,935250.0,5
420000.0,7,1,420000.0,2726935,420000.0,5
285000.0,7,1,285000.0,2726966,285000.0,5
3000000.0,3,3000,3000000.0,2725919,2994000.0,5
17500.0,7,50,17500.0,2726985,17250.0,5
185000.0,7,100,185000.0,2727072,185000.0,5
2223300.0,7,200,2223300.0,2727163,2201200.0,5
766000.0,7,2000,766000.0,2727297,662772.0,5
35000.0,10,20,35000.0,2727280,35000.0,5
131280.0,7,1,131280.0,2727358,131028.0,5
990000.0,7,1,990000.0,2727387,988350.0,5
1250000.0,3,1,1250000.0,2727432,1238500.0,5
285000.0,10,600,285000.0,2727392,284100.0,5
6476931.6,7,120,6476931.6,2727457,4873262.13,5
200000.0,7,5,200000.0,2727459,169642.86,5
2770750.0,5,1,2770750.0,2727460,2764535.0,5
375000.0,30,1,375000.0,2727475,375000.0,5
1999445.95,5,1,1999445.95,2727490,1928215.0,5
185795.0,10,1,185795.0,2727563,185707.6,5
260800.0,10,16,260800.0,2727581,260000.0,5
266250.0,15,1,266250.0,2727595,254850.0,5
41562.0,7,1,41562.0,2727610,41561.4,5
100000.0,5,18,100000.0,2722326,99000.0,5
140000.0,1,1,140000.0,2727797,140000.0,5
70000.0,1,1,70000.0,2727840,70000.0,5
218200.0,5,1,218200.0,2728002,218200.0,5
1900000.0,14,2000,1900000.0,2728250,1900000.0,5
759436.21,7,4,759436.21,2728264,759436.21,5
2465000.0,7,50,2465000.0,2728305,2312250.0,5
4250000.0,30,5,4250000.0,2728313,4250000.0,5
200000.0,5,1,200000.0,2728420,199794.0,5
275000.0,10,500,275000.0,2725435,260000.0,5
197340.0,5,66,197340.0,2728583,125400.0,5
13999635.07,90,1,13999635.07,2728706,13988745.23,5
192000.0,5,16,192000.0,2728725,332750.0,5
80000.0,30,1,80000.0,2729146,76000.0,5
18000000.0,7,400000,18000000.0,2729127,3200000.0,5
245650.0,7,289,245650.0,2726153,245650.0,5
210200.0,15,1,210200.0,2729237,198200.0,5
999750.0,7,1,999750.0,2729265,998430.0,5
54000.0,7,200,54000.0,2729294,54000.0,5
33424740.0000002,3,1,33424740.0000002,2729424,23927565.00000017,5
699936.9,15,1,699936.9,2730158,332750.0,5
329000.0,3,1,329000.0,2730284,329000.0,5
113000.0,3,1,113000.0,2730401,113000.0,5
260000.0,30,50,260000.0,2730411,260000.0,5
236425.0,5,1,236425.0,2730209,219415.0,5
1800000.0,7,1,1800000.0,2730487,1540000.0,5
200000.0,5,1000,200000.0,2730469,195000.0,5
826500.0,7,10,826500.0,2730529,826500.0,5
243200.0,7,10,243200.0,2730562,243200.0,5
198785.0,1,1,198785.0,2730524,198785.0,5
67500.0,7,1,67500.0,2730609,65000.0,5
208850.0,5,340,208850.0,2730604,208850.0,5
450000.0,30,1,450000.0,2730640,450000.0,5
1080000.0,7,1,1080000.0,2730690,1080000.0,5
1022400.0,7,1,1022400.0,2730709,1022400.0,5
2230000.0,7,1,2230000.0,2730739,480000.0,5
168491.0,3,1,168491.0,2713873,163338.75,5
44000.0,7,1,44000.0,2730825,43980.0,5
500000.0,30,1,500000.0,2730855,496880.0,5
94080.0,7,1,94080.0,2730894,94000.0,5
965000.0,10,1000,965000.0,2730901,960000.0,5
127540.7,15,1,127540.7,2730890,127016.0,5
474240.0,7,1,474240.0,2730963,319160.0,5
249993.8,3,1,249993.8,2730990,248930.0,5
136550.0,15,1,136550.0,2731093,97050.0,5
88012.0,7,1,88012.0,2729658,332750.0,5
230000.0,7,200,230000.0,2729646,230000.0,5
185000.04,7,12,185000.04,2729643,185000.04,5
103220.0,7,1,103220.0,2729651,103220.0,5
93278.0,7,1,93278.0,2729649,93278.0,5
2700000.0,3,1,2700000.0,2731097,2700000.0,5
6552000.0,3,5600,6552000.0,2731102,6540000.0,5
1620000.0,3,1,1620000.0,2731106,1618100.0,5
482283.75,3,5,482283.75,2731108,482000.0,5
2290000.0,3,1,2290000.0,2731109,2285000.0,5
588866.76,7,446,588866.76,2731121,588866.76,5
270000.0,7,3600,270000.0,2731124,270000.0,5
1524600.0,7,121,1524600.0,2731137,1524600.0,5
121950.0,14,100,121950.0,2731160,121950.0,5
344000.0,7,10000,344000.0,2731179,344000.0,5
99980.0,7,1,99980.0,2728145,95260.0,5
599500.0,1,545,599500.0,2731268,596775.0,5
795890.0,3,1,795890.0,2731274,762670.0,5
6000000.0,7,1,6000000.0,2731315,6000000.0,5
977500.0,7,1,977500.0,2731347,977500.0,5
5803200.0,10,4464,5803200.0,2731378,5803200.0,5
1885500.0,7,1,1885500.0,2731380,1583300.0,5
220000.0,7,1,220000.0,2731384,220000.0,5
357120.0,10,4464,357120.0,2731406,357120.0,5
269751.0,7,1,269751.0,2731593,269751.0,5
8600000.0,7,1,8600000.0,2731646,8600000.0,5
33750.0,7,1,33750.0,2731647,33750.0,5
244877.0,5,1,244877.0,2731773,244877.0,5
74800.0,5,1,74800.0,2731800,74800.0,5
9892437.5,5,1,9892437.5,2731779,6148783.5,5
679322.0,5,1,679322.0,2731826,679322.0,5
159825.0,7,10,159825.0,2731854,159825.0,5
351517.56,7,1,351517.56,2731903,351517.56,5
371200.0,7,1,371200.0,2731956,371200.0,5
480000.0,7,300,480000.0,2732018,332750.0,5
1231920.0,7,1,1231920.0,2731957,1231920.0,5
217035.0,1,91,217035.0,2730787,216125.0,5
1800000.0,7,2000,1800000.0,2731988,1800000.0,5
1800000.0,7,2000,1800000.0,2732100,1800000.0,5
169100.0,7,10,169100.0,2732227,169100.0,5
9892437.5,5,1,9892437.5,2732383,508200.0,5
2397400.0,10,1,2397400.0,2732378,2396950.0,5
87000.0,2,1,87000.0,2730936,87000.0,5
117600.0,3,100,117600.0,2732470,117600.0,5
22527000.0,10,1,22527000.0,2732582,22495000.0,5
1800000.0,15,1,1800000.0,2732541,1798467.5,5
355200.0,3,1,355200.0,2732602,355200.0,5
1769000.0,7,1,1769000.0,2732808,1769000.0,5
200000.0,7,5,200000.0,2732803,190000.0,5
3600000.0,7,1,3600000.0,2732834,3280000.0,5
976590.0,1,1,976590.0,2732797,932705.0,5
650000.0,7,1,650000.0,2732865,650000.0,5
8750000.0,7,1,8750000.0,2732870,332750.0,5
31000.0,5,20000,31000.0,2732891,31000.0,5
52000.0,7,1,52000.0,2732942,52000.0,5
96320.0,30,4,96320.0,2732634,96320.0,5
140532.0,10,4,140532.0,2733079,140532.0,5
87510.0,10,1,87510.0,2733108,87510.0,5
480000.0,15,1000,480000.0,2733163,182000.0,5
2175978.0,30,1,2175978.0,2733245,670000.0,5
2309000.0,7,1,2309000.0,2733413,2268170.0,5
1225000.0,10,1,1225000.0,2733410,1225000.0,5
27500.0,14,50,27500.0,2733420,27500.0,5
286000.0,15,400,286000.0,2733402,272000.0,5
1156250.0,3,1,1156250.0,2733613,1133125.0,5
5900000.0,30,1,5900000.0,2733546,5900000.0,5
2836000.0,15,1,2836000.0,2733694,2761750.0,5
239230.0,3,8,239230.0,2733762,239230.0,5
390195.0,7,1,390195.0,2733945,384540.0,5
2290000.0,7,1,2290000.0,2733953,1540000.0,5
1200000.0,7,1,1200000.0,2733977,1200000.0,5
722825.0,10,1,722825.0,2715031,712825.0,5
388000.0,7,1,388000.0,2733965,388000.0,5
1650000.0,7,1,1650000.0,2733962,1649100.0,5
1430000.0,7,1,1430000.0,2734050,1430000.0,5
675000.0,7,1,675000.0,2734071,650000.0,5
70000.0,10,10000,70000.0,2734090,70000.0,5
1350000.0,7,2000,1350000.0,2734198,1350000.0,5
500521.0,3,1,500521.0,2734253,281931.0,5
49715.0,4,1,49715.0,1103144,49640.0,5
53000.0,15,2100,53000.0,2734307,45000.0,5
108680.0,7,60,108680.0,2734529,48000.0,5
108680.0,7,1,108680.0,2734532,46500.0,5
4575000.0,30,1,4575000.0,2731066,4560000.0,5
1125000.0,60,1,1125000.0,2734750,1120000.0,5
275000.0,10,500,275000.0,2734781,260000.0,6
54500.0,30,100,54500.0,2734797,54500.0,6
60000.0,30,50,60000.0,2734848,60000.0,6
68600.0,1,1,68600.0,2734826,68600.0,6
1246876.0,1,68,1246876.0,2734907,369376.0,6
877500.0,1,65,877500.0,2734943,779935.0,6
80000.0,1,1233,80000.0,2734995,80000.0,6
60000.0,2,100,60000.0,2734875,52500.0,6
63900.0,3,1,63900.0,2735013,63900.0,6
153000.0,10,1,153000.0,2735036,153000.0,6
92880.0,10,1,92880.0,2735055,88563.0,6
527400.0,1,293,527400.0,2735008,527400.0,6
428371.0,3,1,428371.0,2735067,274901.0,6
209250.0,3,1,209250.0,2735094,132950.0,6
1548500.0,5,3093,1548500.0,2735120,1544953.5,6
154500.0,3,1,154500.0,2735256,154500.0,6
148000.0,7,1,148000.0,2735260,148000.0,6
997500.0,14,570,997500.0,2735284,997500.0,6
248250.0,7,1000,248250.0,2735293,248250.0,6
940000.0,3,500,940000.0,2735309,940000.0,6
100000.0,3,1,100000.0,2735289,100000.0,6
300000.0,7,1,300000.0,2735436,300000.0,6
422300.0,15,1,422300.0,2735534,422000.0,6
115920.0,7,138,115920.0,2735608,115920.0,6
658000.0,1,350,658000.0,2735631,658000.0,6
103200.0,15,3,103200.0,2727875,91200.0,6
1494500.0,10,2135,1494500.0,2735664,1387750.0,6
1145800.0,7,1,1145800.0,2735734,1126830.0,6
5450000.0,15,1,5450000.0,2735770,5448250.0,6
880000.0,7,10,880000.0,2735406,740000.0,6
15162100.0,20,1,15162100.0,2724880,4154000.0,6
25930.0,15,60,25930.0,2736010,25930.0,6
350000.0,30,14,350000.0,2735885,350000.0,6
1334900.0,7,1,1334900.0,2736264,1334900.0,6
450000.0,7,1,450000.0,2736275,450000.0,6
102000.0,0,1,102000.0,2736273,332750.0,6
411312.0,10,1,411312.0,2716668,399312.0,6
22500.0,30,1,22500.0,2736408,22500.0,6
1426000.0,30,6200,1426000.0,2736434,1426000.0,6
700000.0,30,2000,700000.0,2736450,700000.0,6
120000.0,30,1,120000.0,2736455,120000.0,6
130000.0,30,1,130000.0,2736461,130000.0,6
1481539.5,7,200,1481539.5,2736604,1481539.5,6
585000.0,1,900,585000.0,2736837,585000.0,6
450000.0,10,3000,450000.0,2736855,450000.0,6
1700000.0,7,1,1700000.0,2736779,1700000.0,6
315000.0,7,7,315000.0,2736981,293000.0,6
172000.0,10,2,172000.0,2737002,332750.0,6
499973.0,2,15,499973.0,2736896,499973.0,6
58000.0,1,1,58000.0,2737216,58000.0,6
500000.0,7,500,500000.0,2737254,500000.0,6
300000.0,7,100,300000.0,2737283,280000.0,6
68600.0,1,1,68600.0,2737276,68600.0,6
400000.0,7,4,400000.0,2737302,400000.0,6
280000.0,30,50,280000.0,2737411,280000.0,6
874000.0,15,437,874000.0,2737398,874000.0,6
297000.0,30,1000,297000.0,2737466,297000.0,6
200000.0,120,1,200000.0,2737484,332750.0,6
550000.0,30,1,550000.0,2737477,532000.0,6
375000.0,20,1,375000.0,2737508,375000.0,6
175000.0,7,1,175000.0,2737685,175000.0,6
442750.0,7,805,442750.0,2737906,442750.0,6
10250.0,4,5,10250.0,2737964,10250.0,6
2240000.0,10,1,2240000.0,2737957,2240000.0,6
880000.0,0,1,880000.0,2737518,860000.0,6
1400000.0,30,2,1400000.0,2738016,1400000.0,6
900000.0,7,1,900000.0,2738031,900000.0,6
104000.0,0,1,104000.0,2738098,104000.0,6
2499995.0,10,1,2499995.0,2738138,2494703.5,6
960000.0,7,1500,960000.0,2738125,960000.0,6
1153150.0,0,1,1153150.0,2738158,1153150.0,6
22513600.0,30,1,22513600.0,2734101,22513600.0,6
52500.0,7,30,52500.0,674285,52500.0,6
560000.0,14,160,560000.0,2738275,560000.0,6
9789247.0,3,1,9789247.0,2738156,9789247.0,6
128100.0,1,70,128100.0,2737032,128100.0,6
193800.0,7,300,193800.0,2738308,193800.0,6
720000.0,3,1000,720000.0,2738297,700000.0,6
440000.0,3,2000,440000.0,2738329,420000.0,6
960000.0,7,700,960000.0,2738219,332750.0,6
190950.0,5,1,190950.0,2738388,190950.0,6
150000.0,15,3,150000.0,2738537,144000.0,6
3970000.0,1,1,3970000.0,2737292,3970000.0,6
691544.7,30,29937,691544.7,2738533,691544.7,6
60376.8,30,12,60376.8,2544376,54888.0,6
3000000.0,30,1,3000000.0,2738583,2998000.0,6
495000.0,7,900,495000.0,2738593,450000.0,6
37500.0,7,1,37500.0,2738643,37500.0,6
49920.0,7,1,49920.0,2728104,49920.0,6
350704.0,7,1,350704.0,2738659,350704.0,6
57600.0,10,1,57600.0,2738787,57600.0,6
3014497.74,1,1,3014497.74,2738821,3014422.74,6
15162100.0,20,1,15162100.0,2738856,9668100.0,6
1041000.0,15,0,1041000.0,2738851,889000.0,6
239090.0,6,331,239090.0,2738831,237925.25,6
180520.0,7,1,180520.0,2738859,176920.0,6
911150.0,0,1,911150.0,2738920,910350.0,6
23000.0,90,1,23000.0,2739015,23000.0,6
350000.0,30,1000,350000.0,2739100,350000.0,6
30000.0,30,1,30000.0,2739102,30000.0,6
136000.0,10,1,136000.0,2739233,135000.0,6
126000.0,30,100,126000.0,2739268,126000.0,6
80000.0,10,1,80000.0,2739319,79200.0,6
164400.0,7,1,164400.0,2737591,151130.0,6
2980.0,1,5,2980.0,2739332,2980.0,6
700000.0,7,1,700000.0,2739429,600000.0,6
1104000.0,10,1,1104000.0,2739509,1069000.0,6
40000.0,15,1,40000.0,2739522,36500.0,6
3400000.0,30,1,3400000.0,2739534,3394000.0,6
1314400.0,10,1,1314400.0,2739576,1288500.0,6
3010000.0,30,2,3010000.0,2739593,3000000.0,6
8400000.0,7,14000,8400000.0,2739946,8400000.0,6
13630.0,7,1,13630.0,2739947,13280.0,6
130740.0,7,1,130740.0,2740043,128650.6,6
54650.0,5,30,54650.0,2740185,54650.0,6
6544320.0,3,1,6544320.0,2740430,332750.0,6
199300.0,3,1,199300.0,2740666,198560.0,6
750000.0,10,500,750000.0,2740684,747500.0,6
78960.0,1,2820,78960.0,2740171,78960.0,6
3512200.0,5,1,3512200.0,2740769,3372420.0,6
2345790.0,5,1,2345790.0,2740788,2220840.0,6
252000.0,7,700,252000.0,2740835,252000.0,6
118260.0,7,270,118260.0,2740836,118260.0,6
62500.0,7,1,62500.0,2740928,62500.0,6
170000.0,7,200,170000.0,2740833,170000.0,6
160000.0,7,1,160000.0,2740977,152100.0,6
12051093.46,20,1,12051093.46,2741181,12050005.23,6
3439581.1,2,1,3439581.1,2741184,3434180.0,6
850000.0,14,1,850000.0,2741278,850000.0,6
224000.0,14,1,224000.0,2741282,224000.0,6
702975.0,7,1,702975.0,2741344,702975.0,6
2600000.0,7,1,2600000.0,2741354,2596000.0,6
106500.0,7,1,106500.0,2741463,106500.0,6
63000.0,10,18,63000.0,2741415,56374.0,6
1324758.4,7,1,1324758.4,2738024,1324758.4,6
246800.0,10,1,246800.0,2741436,243050.0,6
31250.0,7,1,31250.0,2739850,31225.0,6
1265000.0,7,1,1265000.0,2741622,1265000.0,6
5050000.0,10,1,5050000.0,2741778,4975000.0,6
33424740.0000002,15,74000,33424740.0000002,2729532,14800000.0,6
2150000.0,45,5,2150000.0,2741816,2147500.0,6
52533.0,45,5,52533.0,2741837,52300.0,6
152099.0,45,1,152099.0,2741849,149900.0,6
93800.0,45,2,93800.0,2741873,93600.0,6
50000.0,45,1,50000.0,2741893,49500.0,6
873000.0,7,1,873000.0,2741896,873000.0,6
498000.0,5,1,498000.0,2741890,477975.0,6
785000.0,3,1000,785000.0,2741918,785000.0,6
4776000.0,30,12,4776000.0,2741933,4764000.0,6
123400.0,7,23,123400.0,2741958,123400.0,6
2880000.0,30,12,2880000.0,2741980,2879400.0,6
4563000.0,30,4,4563000.0,2742036,1400000.0,6
1550000.0,10,650,1550000.0,2742054,650000.0,6
607438.0,20,1,607438.0,2741924,607438.0,6
350000.0,10,1000,350000.0,2742096,350000.0,6
1303500.0,30,79,1303500.0,2742171,1303500.0,6
230083.0,7,800,230083.0,2742135,230083.0,6
840000.0,3,2000,840000.0,2741965,840000.0,6
5000000.0,30,4,5000000.0,2742213,5000000.0,6
95360.0,10,1,95360.0,2742182,332750.0,6
299700.0,15,1,299700.0,2742582,2020.0,6
1400000.0,30,300,1400000.0,2742136,1400000.0,6
247800.0,10,140,247800.0,2742682,247800.0,6
33424740.0000002,7,1,33424740.0000002,2742710,23927565.00000017,6
160000.0,3,200,160000.0,2742705,332750.0,6
750000.0,3,100,750000.0,2742817,750000.0,6
750000.0,3,100,750000.0,2742819,750000.0,6
173000.0,10,1,173000.0,2742842,173000.0,6
822650.0,15,1,822650.0,2742835,822400.0,6
1680000.0,7,1,1680000.0,2742404,1680000.0,6
516000.0,7,100,516000.0,2742867,250000.0,6
340328.0,7,1,340328.0,2742878,340328.0,6
516000.0,7,60,516000.0,2742950,516000.0,6
31654.68,7,1,31654.68,2742975,31654.68,6
29672.4,7,1,29672.4,2743018,29672.4,6
7200.0,7,1,7200.0,2743055,7155.0,6
8864000.0,3,1,8864000.0,2743102,8864000.0,6
949920.0,7,0,949920.0,2743150,922020.0,6
314900.0,7,0,314900.0,2743213,332750.0,6
187000.0,7,85,187000.0,2743287,187000.0,6
2000000.0,7,1,2000000.0,2743391,1998780.0,6
24000.0,7,1,24000.0,2743395,23405.0,6
423350.0,7,1,423350.0,2743410,406000.0,6
